Perovskite_dimension_3D,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_band_gap
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
FALSE,TRUE,(PEA)MAPbI,(PEA)0.8MA0.5PbI3.2,
FALSE,TRUE,(PEA)MAPbI,(PEA)0.8MA0.5PbI3.2,
FALSE,TRUE,(PEA)PbI,(PEA)2PbI4,
FALSE,TRUE,(f-PEA)PbI,(f-PEA)2PbI4,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,CsFAMAPbBrI,Cs0.07FA0.81MA0.12PbBr0.38I2.62,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,FAPbI,FAPbI3,1.48
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,CsPbBr,CsPbBr3,
TRUE,TRUE,CsPbTbBr,CsPb0.97Tb0.03Br3,
TRUE,TRUE,CsPbTbBr,CsPb0.97Tb0.03Br3,
TRUE,TRUE,CsPbTbBr,CsPb0.97Tb0.03Br3,
TRUE,TRUE,CsPbTbBr,CsPb0.97Tb0.03Br3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.51
TRUE,TRUE,MAPbBrI,MAPbBr0.15I2.85,1.53
TRUE,TRUE,MAPbI,MAPbI3,1.51
TRUE,TRUE,MAPbBrI,MAPbBr0.15I2.85,1.53
TRUE,TRUE,MAPbI,MAPbI3,1.51
TRUE,TRUE,MAPbBrI,MAPbBr0.15I2.85,1.53
TRUE,TRUE,MAPbI,MAPbI3,1.51
TRUE,TRUE,MAPbBrI,MAPbBr0.15I2.85,1.53
TRUE,FALSE,MABiI,MABiI2,1.52
TRUE,FALSE,MABiI,MABiI2,1.52
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,CsFAPbBrI,Cs0.125FA0.875PbBr0.375I2.625,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbBrI,MAPbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,GUMAPbI,GU0.14MA0.86PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,GUMAPbI,GU0.14MA0.86PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
FALSE,TRUE,(BdA)PbI,(BdA)PbI4,2.37
FALSE,TRUE,(HdA)PbI,(HdA)PbI4,2.44
FALSE,TRUE,(OdA)PbI,(OdA)PbI4,2.55
TRUE,TRUE,MAPbI,MAPbI3,1.56
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.3MA0.7PbBr0.15I2.85,
TRUE,TRUE,FAMAPbBrI,FA0.3MA0.7PbBr0.15I2.85,
TRUE,TRUE,FAMAPbBrI,FA0.3MA0.7PbBr0.15I2.85,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,FAMAPbBrI,FA0.85MA0.15PbBr0.45I2.55,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,FAMAPbBrI,FA0.83MA0.17PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.5I2.5,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,FAMAPbI,FA0.28MA0.72PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
TRUE,TRUE,MAPbI,MAPbI3,1.6
FALSE,TRUE,CsBiI,CsBi3I10,1.76
TRUE,FALSE,MABiI,MABi3I10,1.78
FALSE,TRUE,FABiI,FABi3I10,1.81
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.76MA0.19PbBr0.57I2.32,1.69
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,FAMAPbI,FA0.4MA0.6PbI3,1.53
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,MAPbI,MAPbI3,1.55
TRUE,TRUE,FAPbI,FAPbI3,1.47
TRUE,TRUE,FAPbI,FAPbI3,1.47
TRUE,TRUE,FAPbI,FAPbI3,1.47
TRUE,TRUE,FAMAPbI,FA0.5MA0.5PbI3,
TRUE,TRUE,FAMAPbI,FA0.5MA0.5PbI3,
TRUE,TRUE,FAMAPbI,FA0.5MA0.5PbI3,
TRUE,TRUE,FAMAPbI,FA0.5MA0.5PbI3,
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,MAPbI,MAPbI3,1.59
TRUE,TRUE,CsFAMAPbBrI,Cs0.05FA0.79MA0.16PbBr0.3I2.7,
